pl_hostname,pl_letter,hd_name,hip_name,ra,dec
Kepler-84,d,,,298.252049,40.496077
Kepler-84,e,,,298.252049,40.496077
Kepler-84,f,,,298.252049,40.496077
Kepler-85,c,,,290.973429,45.290318
Kepler-85,d,,,290.973429,45.290318
Kepler-85,e,,,290.973429,45.290318
PH2,b,,,289.763590,51.962601
Kepler-87,c,,,297.916877,46.965130
KOI-142,b,,,291.148088,40.669407
KOI-142,c,,,291.148088,40.669407
KOI-94,b,,,297.333057,41.891117
KOI-94,e,,,297.333057,41.891117
KOI-351,b,,,284.433492,49.305161
KOI-351,c,,,284.433492,49.305161
KOI-351,d,,,284.433492,49.305161
KOI-351,e,,,284.433492,49.305161
KOI-351,f,,,284.433492,49.305161
KOI-351,g,,,284.433492,49.305161
KOI-351,h,,,284.433492,49.305161
Kepler-91,b,,,285.672872,44.116734
Kepler-92,b,,,289.086058,41.562941
Kepler-93,b,,,291.418281,38.672354
Kepler-93,c,,,291.418281,38.672354
Kepler-94,b,,,281.194747,47.497148
Kepler-95,b,,,284.482459,44.398037
Kepler-96,b,,,297.069643,40.525141
Kepler-97,c,,,287.326624,48.673431
Kepler-99,b,,,297.354004,41.300049
Kepler-1423,b,,,288.243782,41.110081
Kepler-1424,b,,,290.991665,40.229320
Kepler-1425,b,,,294.951036,43.012436
Kepler-1426,b,,,292.545764,49.416973
Kepler-1427,b,,,295.349667,45.114548
WASP-76,b,,,26.632746,2.700539
WASP-90,b,,,315.531971,7.056235
Kepler-954,b,,,295.859378,47.939510
Kepler-955,b,,,288.471458,40.269795
Kepler-956,b,,,292.530806,49.061707
Kepler-957,b,,,290.156346,48.818996
Kepler-958,b,,,287.256685,46.066769
Kepler-959,b,,,292.171168,40.811382
Kepler-960,b,,,281.457163,46.746468
Kepler-961,b,,,282.035496,43.631268
Kepler-962,b,,,295.313145,46.237488
Kepler-963,b,,,296.752973,45.041100
Kepler-964,b,,,295.300090,40.556591
Kepler-965,b,,,298.515338,41.891205
Kepler-966,b,,,297.270578,50.121811
Kepler-967,b,,,286.558075,38.405360
Kepler-967,c,,,286.558075,38.405360
Kepler-968,b,,,285.602528,50.112038
Kepler-968,c,,,285.602528,50.112038
Kepler-969,b,,,288.372508,47.933556
Kepler-969,c,,,288.372508,47.933556
Kepler-970,b,,,289.625230,40.708726
Kepler-971,b,,,284.094587,41.182821
Kepler-972,b,,,295.828703,43.425495
Kepler-973,b,,,290.165258,49.923862
Kepler-233,c,,,296.366522,51.319523
Kepler-235,c,,,286.079103,39.278313
Kepler-236,c,,,283.866378,39.898092
Kepler-24,d,,,290.413267,38.343754
bet UMi,b,HD 131873,HIP 72607,222.676361,74.155502
eps Tau,b,HD 28305,HIP 20889,67.154167,19.180431
kap CrB,b,HD 142091,HIP 77655,237.808044,35.657383
nu Oph,c,HD 163917,HIP 88048,269.756622,-9.773632
omi CrB,b,HD 136512,HIP 75049,230.035660,29.616209
tau Boo,b,HD 120136,HIP 67275,206.815598,17.456905
ups And,c,HD 9826,HIP 7513,24.199345,41.405460
HATS-17,b,,,192.189799,-47.613693
TRAPPIST-1,b,,,346.622013,-5.041274
TRAPPIST-1,c,,,346.622013,-5.041274
TRAPPIST-1,d,,,346.622013,-5.041274
K2-34,b,,,127.578770,22.235908
Kepler-461,b,,,292.249069,46.164867
Kepler-462,b,,,299.821155,43.814274
Kepler-463,b,,,298.937046,44.857910
Kepler-464,b,,,294.835173,48.982361
Kepler-465,b,,,284.555720,46.063828
Kepler-466,b,,,295.648711,48.495564
Kepler-466,c,,,295.648711,48.495564
Kepler-467,b,,,287.362816,38.649619
Kepler-468,b,,,288.902240,49.370487
Kepler-470,b,,,297.009440,50.372314
Kepler-471,b,,,299.097540,43.497593
Kepler-472,b,,,296.524306,39.249776
HD 23079,b,HD 23079,HIP 17096,54.929562,-52.915836
HD 22781,b,HD 22781,HIP 17187,55.206356,31.826290
HD 23596,b,HD 23596,HIP 17747,57.001556,40.530636
HD 24040,b,HD 24040,HIP 17960,57.595699,17.476366
HD 25171,b,HD 25171,HIP 18387,58.956001,-65.186676
HD 27442,b,HD 27442,HIP 19921,64.120956,-59.302155
HD 27631,b,HD 27631,HIP 20199,64.939461,-41.960266
HD 27894,b,HD 27894,HIP 20277,65.196030,-59.410835
HD 28254,b,HD 28254,HIP 20606,66.211273,-50.622192
HD 28678,b,HD 28678,HIP 21109,67.856056,4.575287
HD 30177,b,HD 30177,HIP 21850,70.476555,-58.020756
HD 30669,b,HD 30669,HIP 22320,72.118690,-28.419298
HD 30856,b,HD 30856,HIP 22491,72.574425,-24.368839
HD 32518,b,HD 32518,HIP 24003,77.403000,69.639404
HD 33142,b,HD 33142,HIP 23844,76.898087,-13.986480
HD 33564,b,HD 33564,HIP 25110,80.639717,79.231148
HD 34445,b,HD 34445,HIP 24681,79.420746,7.353343
HD 37124,b,HD 37124,HIP 26381,84.260361,20.730787
HD 37124,d,HD 37124,HIP 26381,84.260361,20.730787
HD 37605,b,HD 37605,HIP 26664,85.007210,6.060579
HD 38283,b,HD 38283,HIP 26380,84.258408,-73.699341
HD 38529,b,HD 38529,HIP 27253,86.645470,1.168193
HD 38529,c,HD 38529,HIP 27253,86.645470,1.168193
HD 39091,b,HD 39091,HIP 26394,84.291214,-80.469124
HD 40307,b,HD 40307,HIP 27887,88.517670,-60.023472
Kepler-100,c,,,291.385979,41.990273
Kepler-100,d,,,291.385979,41.990273
Kepler-101,c,,,283.255489,48.355228
Kepler-102,b,,,281.482749,47.208031
Kepler-102,c,,,281.482749,47.208031
Kepler-102,e,,,281.482749,47.208031
Kepler-102,f,,,281.482749,47.208031
Kepler-103,c,,,288.984555,40.064521
Kepler-104,b,,,287.604612,42.166779
Kepler-104,d,,,287.604612,42.166779
Kepler-105,b,,,287.887325,46.276237
Kepler-105,c,,,287.887325,46.276237
Kepler-106,c,,,300.863971,44.337555
Kepler-106,d,,,300.863971,44.337555
Kepler-107,b,,,297.028248,48.208611
Kepler-107,c,,,297.028248,48.208611
Kepler-107,e,,,297.028248,48.208611
Kepler-108,b,,,294.559169,46.062325
Kepler-108,c,,,294.559169,46.062325
Kepler-109,c,,,290.392721,40.284875
Kepler-110,b,,,292.929133,48.602814
Kepler-111,b,,,291.653170,44.688274
Kepler-75,b,,,291.137593,36.577386
Kepler-76,b,,,294.192118,39.619003
Kepler-78,b,,,293.741690,44.448330
Kepler-79,b,,,300.517131,44.381580
Kepler-79,c,,,300.517131,44.381580
Kepler-79,e,,,300.517131,44.381580
Kepler-974,b,,,285.013102,40.220753
Kepler-975,b,,,290.548550,38.495275
Kepler-976,b,,,289.869641,46.729706
Kepler-977,b,,,291.516210,42.248196
Kepler-978,b,,,286.710723,43.043453
Kepler-979,b,,,300.371281,46.408276
Kepler-980,b,,,294.613008,45.060169
Kepler-981,b,,,289.248907,47.650101
Kepler-982,b,,,288.417680,46.590427
Kepler-983,b,,,285.104060,45.008167
Kepler-984,b,,,296.958868,46.394127
Kepler-985,b,,,290.144308,44.049953
Kepler-986,b,,,293.094007,42.896431
Kepler-987,b,,,289.411070,46.130848
Kepler-988,b,,,290.708386,42.237251
Kepler-989,b,,,281.582909,47.233631
Kepler-990,b,,,297.938209,46.881393
Kepler-990,c,,,297.938209,46.881393
Kepler-991,b,,,297.090655,49.626572
Kepler-992,b,,,284.430280,47.641785
Kepler-993,b,,,292.614101,44.394661
Kepler-994,b,,,289.072225,47.407070
Kepler-995,b,,,284.615727,39.131038
Kepler-996,b,,,291.912789,41.533611
Kepler-997,b,,,289.233369,49.938934
Kepler-998,b,,,296.754151,49.208744
Kepler-999,b,,,299.660466,46.198418
Kepler-1000,b,,,286.685523,47.098221
Kepler-1001,b,,,286.273871,48.618706
Kepler-1002,b,,,293.079495,43.073715
Kepler-577,b,,,294.711927,39.073762
Kepler-578,b,,,288.754950,39.563656
Kepler-579,b,,,295.002039,39.952923
Kepler-80,f,,,296.112564,39.978779
Kepler-580,b,,,283.499815,40.552805
Kepler-581,b,,,295.432782,40.648247
Kepler-582,b,,,297.503687,41.057021
Kepler-507,b,,,297.018834,50.408981
Kepler-508,b,,,295.404350,42.981423
Kepler-509,b,,,289.664398,48.706207
Kepler-510,b,,,287.655008,39.244280
Kepler-132,e,,,283.235810,41.343037
Kepler-511,b,,,282.945693,47.574875
Kepler-512,b,,,298.268960,48.916740
Kepler-513,b,,,285.041686,50.075375
Kepler-514,b,,,286.247188,50.242409
Kepler-515,b,,,290.493913,52.055611
Kepler-516,b,,,295.608779,38.735736
Kepler-517,b,,,293.675335,41.295348
Kepler-518,b,,,287.089972,41.373873
Kepler-519,b,,,299.319538,41.384647
Kepler-520,b,,,293.180322,41.617763
Kepler-520,c,,,293.180322,41.617763
Kepler-521,b,,,298.816376,43.998039
Kepler-522,b,,,288.153996,44.068821
Kepler-523,b,,,284.061130,45.506855
Kepler-524,b,,,296.859217,49.162048
Kepler-524,c,,,296.859217,49.162048
Kepler-525,b,,,296.183433,47.358761
Kepler-526,b,,,297.650933,47.396294
Kepler-527,b,,,290.957911,47.406284
HD 40307,d,HD 40307,HIP 27887,88.517670,-60.023472
HD 40307,f,HD 40307,HIP 27887,88.517670,-60.023472
HD 40979,b,HD 40979,HIP 28767,91.124763,44.260445
HD 41004 B,b,HD 41004 B,HIP 28393 B,89.956886,-48.239841
HD 43197,b,HD 43197,HIP 29550,93.398590,-29.897270
HD 44219,b,HD 44219,HIP 30114,95.059677,-10.725009
HD 45364,b,HD 45364,HIP 30579,96.410316,-31.480953
HD 45350,b,HD 45350,HIP 30860,97.190460,38.962963
HD 45652,b,HD 45652,HIP 30905,97.304962,10.933891
HD 46375,b,HD 46375,HIP 31246,98.302597,5.462925
HD 47186,b,HD 47186,HIP 31540,99.036613,-27.622297
HD 47536,b,HD 47536,HIP 31688,99.448410,-32.339733
HD 48265,b,HD 48265,HIP 31895,100.007195,-48.541954
HD 50499,b,HD 50499,HIP 32970,103.008438,-33.915562
HD 50554,b,HD 50554,HIP 33212,103.678436,24.245558
HD 60532,b,HD 60532,HIP 36795,113.513252,-22.296066
HD 60532,c,HD 60532,HIP 36795,113.513252,-22.296066
HD 62509,b,HD 62509,HIP 37826,116.328957,28.026199
HD 63765,b,HD 63765,HIP 38041,116.957161,-54.264145
HD 65216,b,HD 65216,HIP 38558,118.422173,-63.647324
HD 66141,b,HD 66141,HIP 39311,120.566406,2.334571
HD 66428,b,HD 66428,HIP 39417,120.869438,-1.162709
HD 67087,c,HD 67087,HIP 39767,121.915649,31.551319
HD 68988,b,HD 68988,HIP 40687,124.592384,61.460724
HD 69830,c,HD 69830,HIP 40693,124.599777,-12.632174
Kepler-80,b,,,296.112564,39.978779
Kepler-80,c,,,296.112564,39.978779
Kepler-80,d,,,296.112564,39.978779
Kepler-111,c,,,291.653170,44.688274
Kepler-112,b,,,296.981009,43.209751
Kepler-113,b,,,287.997883,50.944332
Kepler-113,c,,,287.997883,50.944332
Kepler-114,b,,,294.121421,48.349525
Kepler-114,d,,,294.121421,48.349525
4 UMa,b,HD 73108,HIP 42527,130.053406,64.327934
7 CMa,b,HD 47205,HIP 31592,99.170990,-19.255878
11 Com,b,HD 107383,HIP 60202,185.179276,17.792868
11 UMi,b,HD 136726,HIP 74793,229.274536,71.823898
14 And,b,HD 221345,HIP 116076,352.822571,39.236198
14 Her,b,HD 145675,HIP 79248,242.601303,43.817646
16 Cyg B,b,HD 186427,HIP 96901,295.466553,50.517525
18 Del,b,HD 199665,HIP 103527,314.608063,10.839286
24 Sex,b,HD 90043,HIP 50887,155.868210,-0.902244
42 Dra,b,HD 170693,HIP 90344,276.496399,65.563484
47 UMa,c,HD 95128,HIP 53721,164.866562,40.430256
47 UMa,d,HD 95128,HIP 53721,164.866562,40.430256
55 Cnc,b,HD 75732,HIP 43587,133.149216,28.330818
55 Cnc,c,HD 75732,HIP 43587,133.149216,28.330818
55 Cnc,e,HD 75732,HIP 43587,133.149216,28.330818
55 Cnc,f,HD 75732,HIP 43587,133.149216,28.330818
61 Vir,b,HD 115617,HIP 64924,199.601318,-18.311195
Kepler-1003,b,,,292.020456,44.876217
Kepler-1004,b,,,297.359299,49.797550
Kepler-1005,b,,,286.286014,43.320461
Kepler-1006,b,,,295.754127,42.537476
Kepler-1007,b,,,295.906552,45.809120
Kepler-1008,b,,,296.547525,44.941933
Kepler-1009,b,,,282.859930,42.665764
Kepler-1010,b,,,289.192636,44.149326
Kepler-1011,b,,,297.401546,46.824001
Kepler-1012,b,,,289.296270,46.457954
Kepler-1013,b,,,290.248072,44.435242
Kepler-1014,b,,,285.122033,44.110603
Kepler-1015,b,,,292.757330,43.426910
Kepler-1016,b,,,294.613645,45.984623
Kepler-1016,c,,,294.613645,45.984623
Kepler-1017,b,,,283.469362,40.132607
Kepler-1018,b,,,283.596696,45.407879
Kepler-1019,b,,,283.717526,47.204449
Kepler-1020,b,,,292.672551,46.377422
Kepler-1021,b,,,295.204905,42.559681
Kepler-1022,b,,,289.352005,46.973728
Kepler-1023,b,,,289.029742,49.769707
Kepler-1024,b,,,291.950991,38.251698
Kepler-1025,b,,,284.510201,43.961666
Kepler-342,e,,,292.678083,46.726715
Kepler-1026,b,,,283.605263,39.997980
Kepler-1027,b,,,287.571185,42.813923
Kepler-1028,b,,,289.593097,49.781158
Kepler-1029,b,,,292.132976,41.547540
Kepler-1030,b,,,293.681915,45.817559
Kepler-1228,b,,,296.553083,46.966290
Kepler-1229,b,,,297.486691,46.996716
Kepler-1230,b,,,283.264500,41.711449
Kepler-1231,b,,,288.588357,42.605659
Kepler-1232,b,,,296.550043,49.102322
Kepler-1233,b,,,297.375101,46.662216
Kepler-1234,b,,,287.522025,51.375860
Kepler-1235,b,,,284.903015,43.953960
Kepler-1236,b,,,295.624706,42.545898
Kepler-1237,b,,,295.629266,44.690620
Kepler-1238,b,,,297.905795,40.162858
Kepler-1239,b,,,293.127381,42.320103
Kepler-1240,b,,,282.999715,40.557450
Kepler-1241,b,,,294.576248,38.456974
Kepler-1242,b,,,284.606210,41.196384
Kepler-1243,b,,,294.009462,42.880772
Kepler-1244,b,,,282.301216,46.516201
Kepler-1245,b,,,290.744327,43.260777
Kepler-1245,c,,,290.744327,43.260777
Kepler-1246,b,,,287.657402,48.982166
Kepler-1247,b,,,294.533553,46.618271
Kepler-1248,b,,,288.059319,51.354454
Kepler-1249,b,,,296.894856,44.371780
Kepler-1250,b,,,287.793862,45.980240
Kepler-1251,b,,,292.115153,49.256428
Kepler-1252,b,,,298.950318,46.692799
Kepler-1253,b,,,283.885115,47.637222
Kepler-1254,b,,,285.173326,48.770042
Kepler-1254,c,,,285.173326,48.770042
Kepler-1254,d,,,285.173326,48.770042
Kepler-1255,b,,,295.239275,42.726479
HD 69830,d,HD 69830,HIP 40693,124.599777,-12.632174
HD 70642,b,HD 70642,HIP 40952,125.367233,-39.705410
HD 72659,b,HD 72659,HIP 42030,128.513290,-1.568217
HD 73267,b,HD 73267,HIP 42202,129.074066,-34.459980
HD 73526,b,HD 73526,HIP 42282,129.318680,-41.319103
HD 73534,b,HD 73534,HIP 42446,129.815842,12.960376
HD 74156,b,HD 74156,HIP 42723,130.604675,4.578097
HD 74156,c,HD 74156,HIP 42723,130.604675,4.578097
HD 75784,b,HD 75784,HIP 43569,133.099747,13.233433
HD 75898,b,HD 75898,HIP 43674,133.461685,33.056812
HD 77338,b,HD 77338,HIP 44291,135.302063,-25.527061
HD 79498,b,HD 79498,HIP 45406,138.789169,23.375549
HD 81040,b,HD 81040,HIP 46076,140.946198,20.364454
HD 81688,b,HD 81688,HIP 46471,142.166626,45.601482
HD 82943,c,HD 82943,HIP 47007,143.711395,-12.129546
HD 82886,b,HD 82886,HIP 47087,143.938263,34.780743
HD 83443,b,HD 83443,HIP 47202,144.299286,-43.272205
HD 85512,b,HD 85512,HIP 48331,147.779388,-43.502789
HD 86081,b,HD 86081,HIP 48711,149.024658,-3.808422
HD 86226,b,HD 86226,HIP 48739,149.124359,-24.099390
HD 87883,b,HD 87883,HIP 49699,152.179749,34.242260
HD 88133,b,HD 88133,HIP 49813,152.531982,18.186871
HD 89744,b,HD 89744,HIP 50786,155.544006,41.229530
HD 90156,b,HD 90156,HIP 50921,155.980316,-29.645529
HD 93083,b,HD 93083,HIP 52521,161.087143,-33.577023
61 Vir,c,HD 115617,HIP 64924,199.601318,-18.311195
70 Vir,b,HD 117176,HIP 65721,202.107544,13.778788
81 Cet,b,HD 16400,HIP 12247,39.424168,-3.396175
91 Aqr,b,HD 219449,HIP 114855,348.972900,-9.087737
DH Tau,b,,,67.423158,26.549520
DP Leo,b,,,169.316667,17.961417
GU Psc,b,,,18.146006,17.065475
HN Peg,b,HD 206860,HIP 107350,326.130554,14.771939
NN Ser,c,,,238.233879,12.912411
NY Vir,b,,,204.700622,-2.030315
RR Cae,b,,,65.273181,-48.651976
UZ For,b,,,53.869338,-25.739395
alf Ari,b,HD 12929,HIP 9884,31.793364,23.462423
bet Cnc,b,HD 69267,HIP 40526,124.128838,9.185545
bet Pic,b,HD 39060,HIP 27321,86.821198,-51.066513
eps Eri,b,HD 22049,HIP 16537,53.232685,-9.458262
eps CrB,b,HD 143107,HIP 78159,239.396881,26.877880
gam 1 Leo,b,HD 89484,HIP 50583 A,154.993149,19.841488
gam Cep,b,HD 222404,HIP 116727,354.836884,77.632278
kap And,b,HD 222439,HIP 116805,355.102112,44.333931
mu Leo,b,HD 85503,HIP 48455,148.190903,26.006952
nu Oph,b,HD 163917,HIP 88048,269.756622,-9.773632
ome Ser,b,HD 141680,HIP 77578,237.573105,2.196509
omi UMa,b,HD 71369,HIP 41704,127.566124,60.718170
tau Gem,b,HD 54719,HIP 34693,107.784882,30.245163
ups And,b,HD 9826,HIP 7513,24.199345,41.405460
ups And,d,HD 9826,HIP 7513,24.199345,41.405460
Kepler-1031,b,,,296.089747,48.955376
Kepler-1032,b,,,289.930872,40.097751
Kepler-1033,b,,,283.845142,44.609093
Kepler-1034,b,,,286.115368,37.966997
HD 175607,b,HD 175607,HIP 93373,285.272858,-66.192680
HD 219134,f,HD 219134,HIP 114622,348.320740,57.168354
HD 219134,g,HD 219134,HIP 114622,348.320740,57.168354
HD 219134,h,HD 219134,HIP 114622,348.320740,57.168354
K2-26,b,,,94.206580,24.596410
Kepler-1035,b,,,289.042225,42.882488
Kepler-1036,b,,,295.181638,49.945786
Kepler-1037,b,,,296.341029,47.170856
Kepler-1038,b,,,298.972184,44.132378
Kepler-1039,b,,,298.326591,45.315514
Kepler-1040,b,,,283.113784,48.131393
Kepler-1041,b,,,293.881768,49.683155
Kepler-1042,b,,,288.668933,39.824006
Kepler-1043,b,,,281.662983,47.568584
Kepler-1044,b,,,293.144456,46.666237
Kepler-1045,b,,,284.183296,45.074104
Kepler-1046,b,,,296.755759,46.998291
Kepler-1047,b,,,288.646254,50.788982
Kepler-1047,c,,,288.646254,50.788982
Kepler-1048,b,,,281.898352,42.165787
Kepler-1049,b,,,287.346741,47.772957
Kepler-1050,b,,,282.924996,48.626392
Kepler-1050,c,,,282.924996,48.626392
Kepler-1051,b,,,295.158106,40.898849
Kepler-1052,b,,,295.342731,46.602264
Kepler-1053,b,,,291.418635,39.127415
GJ 163,b,,HIP 19394,62.315273,-53.373699
GJ 163,c,,HIP 19394,62.315273,-53.373699
GJ 163,d,,HIP 19394,62.315273,-53.373699
GJ 317,b,,,130.246730,-23.456289
GJ 433,b,,HIP 56528,173.862289,-32.539970
GJ 436,b,,HIP 57087,175.546219,26.706570
GJ 581,b,,HIP 74995,229.861771,-7.722280
GJ 581,c,,HIP 74995,229.861771,-7.722280
GJ 649,b,,HIP 83043,254.536880,25.744160
GJ 667 C,b,,,259.745085,-34.996827
GJ 667 C,c,,,259.745085,-34.996827
GJ 667 C,f,,,259.745085,-34.996827
GJ 667 C,g,,,259.745085,-34.996827
GJ 676 A,b,,HIP 85647,262.546692,-51.636978
GJ 676 A,d,,HIP 85647,262.546692,-51.636978
GJ 687,b,,HIP 86162,264.107910,68.339142
GJ 832,c,HD 204961,HIP 106440,323.391571,-49.009006
GJ 849,b,,HIP 109388,332.418121,-4.640729
GJ 876,c,,HIP 113020,343.319733,-14.263700
GJ 876,d,,HIP 113020,343.319733,-14.263700
GJ 1214,b,,,258.828837,4.963920
GJ 3021,b,HD 1237,HIP 1292,4.052823,-79.851181
GJ 3293,b,,,67.148820,-25.169301
GJ 3293,c,,,67.148820,-25.169301
GJ 3341,b,,,78.944663,-31.295951
HD 95086,b,HD 95086,HIP 53524,164.262589,-68.667343
HD 95127,b,HD 95127,HIP 53733,164.896194,43.814465
HD 96063,b,HD 96063,HIP 54158,166.185226,-2.513218
HD 96167,b,HD 96167,HIP 54195,166.312790,-10.291301
HD 97658,b,HD 97658,HIP 54906,168.638184,25.710384
HD 98219,b,HD 98219,HIP 55174,169.448135,-23.975414
HD 99109,b,HD 99109,HIP 55664,171.072327,-1.529076
HD 99492,b,HD 99492,HIP 55848,171.692825,3.006328
HD 99706,b,HD 99706,HIP 55994,172.125885,43.966579
HD 100546,b,HD 100546,HIP 56379,173.356003,-70.194786
HD 100655,b,HD 100655,HIP 56508,173.765640,20.441545
HD 100777,b,HD 100777,HIP 56572,173.964676,-4.755697
HD 101930,b,HD 101930,HIP 57172,175.875458,-58.006886
HD 102117,b,HD 102117,HIP 57291,176.210251,-58.703709
HD 102195,b,HD 102195,HIP 57370,176.426224,2.821483
HD 102272,b,HD 102272,HIP 57428,176.598068,14.123986
HD 102329,b,HD 102329,HIP 57467,176.694351,3.474293
HD 102956,b,HD 102956,HIP 57820,177.843796,57.640736
HD 103197,b,HD 103197,HIP 57931,178.220749,-50.292824
HD 103720,b,HD 103720,HIP 58237,179.171600,-2.778953
HD 104067,b,HD 104067,HIP 58451,179.791702,-20.353781
HD 104985,b,HD 104985,HIP 58952,181.312988,76.905731
HD 106270,b,HD 106270,HIP 59625,183.405350,-9.513381
HD 106515 A,b,HD 106515 A,HIP 59743 A,183.777359,-7.257327
HD 106906,b,HD 106906,HIP 59960,184.471634,-55.975525
HD 108147,b,HD 108147,HIP 60644,186.442780,-64.022087
ups And,e,HD 9826,HIP 7513,24.199345,41.405460
xi Aql,b,HD 188310,HIP 97938,298.562012,8.461452
Fomalhaut,b,HD 216956,HIP 113368,344.412689,-29.622236
1RXS J160929.1-210524,b,,,242.376268,-21.083036
2MASS J01225093-2439505,b,,,20.712243,-24.664049
2MASS J02192210-3925225,b,,,34.842106,-39.422928
2MASS J12073346-3932539,b,,,181.889447,-39.548332
2MASS J21402931+1625183 A,b,,,325.122159,16.421759
BD-17 63,b,,HIP 2247,7.142942,-16.226345
BD-13 2130,b,,,114.288458,-13.906639
BD-11 4672,b,,HIP 90979,278.370148,-11.636039
BD-08 2823,b,,HIP 49067,150.198837,-9.516680
BD-08 2823,c,,HIP 49067,150.198837,-9.516680
BD-06 1339,b,,HIP 27803,88.251183,-5.994844
BD+14 4559,b,,HIP 104780,318.399963,14.689387
BD+15 2940,b,,HIP 78407,240.095566,15.546930
BD+20 274,b,,,25.920324,21.005314
BD+20 2457,b,,,154.186910,19.891409
HD 164595,b,HD 164595,HIP 88194,270.162048,29.571922
HAT-P-57,b,,,274.743421,10.597294
HAT-P-50,b,,,118.063411,12.139410
HAT-P-51,b,,,21.065190,32.810764
HAT-P-52,b,,,42.721679,29.022396
HAT-P-53,b,,,21.871105,38.968147
HD 1461,c,HD 1461,HIP 1499,4.674448,-8.053001
HD 204313,c,HD 204313,HIP 106006,322.050873,-21.726255
KIC 3558849,b,,,294.949847,38.605197
KIC 5951458,b,,,288.991582,41.223038
Kepler-1054,b,,,290.601152,44.556385
Kepler-1055,b,,,290.486779,44.932617
Kepler-1056,b,,,299.525980,46.899261
Kepler-1057,b,,,297.452152,41.558124
Kepler-1058,b,,,294.595783,45.875034
Kepler-1059,b,,,289.220209,41.706486
Kepler-1060,b,,,286.025189,39.630929
Kepler-1061,b,,,296.230004,50.275230
Kepler-351,d,,,286.452706,42.657879
Kepler-1062,b,,,283.899402,41.221607
Kepler-1063,b,,,290.526750,38.142973
Kepler-1064,b,,,291.741637,37.688934
Kepler-1065,b,,,294.511258,38.790501
Kepler-1065,c,,,294.511258,38.790501
Kepler-1066,b,,,298.866564,46.502239
Kepler-1067,b,,,285.387409,45.049053
Kepler-1068,b,,,294.648164,46.392365
Kepler-1069,b,,,290.979329,47.989002
Kepler-1070,b,,,293.195374,49.316502
Kepler-1071,b,,,293.057996,45.248817
Kepler-1072,b,,,292.044380,46.329025
Kepler-1073,b,,,294.152700,38.233048
Kepler-1073,c,,,294.152700,38.233048
Kepler-1074,b,,,284.476545,46.252579
Kepler-1075,b,,,287.501179,47.469269
Kepler-1076,b,,,287.590098,51.060574
Kepler-1077,b,,,291.033636,42.267860
Kepler-1078,b,,,293.200589,43.050037
Kepler-1079,b,,,299.549499,45.769753
Kepler-1080,b,,,296.464522,49.182915
GJ 3634,b,,,164.646242,-31.143989
GSC 06214-00210,b,,,245.477780,-20.719202
HAT-P-2,b,HD 147506,HIP 80076,245.151489,41.048084
HAT-P-3,b,,,206.094121,48.028667
HAT-P-5,b,,,274.405476,36.621410
HAT-P-6,b,,,354.774222,42.465973
HAT-P-8,b,,,343.041067,35.447109
HAT-P-9,b,,,110.168529,37.140652
HAT-P-12,b,,,209.389489,43.493534
HAT-P-13,b,,,129.882536,47.352051
HAT-P-14,b,,,260.116169,38.242165
HAT-P-15,b,,,66.248026,39.460636
HAT-P-16,b,,,9.573181,42.463078
HAT-P-17,b,,,324.536396,30.488716
HAT-P-18,b,,,256.346473,33.012512
BD+48 738,b,,,40.710224,49.586960
BD+49 828,b,,,45.640529,49.730011
CFBDSIR J145829+101343,b,,,224.620833,10.228611
CHXR 73,b,,,166.619893,-77.625877
CoRoT-1,b,,,102.079885,-3.102147
CoRoT-2,b,,,291.777056,1.383714
CoRoT-4,b,,,102.194663,-0.672774
CoRoT-5,b,,,101.277254,0.815239
CoRoT-6,b,,,281.072525,6.663194
CoRoT-7,b,,,100.956125,-1.063033
CoRoT-8,b,,,291.588518,1.426452
HD 108341,b,HD 108341,HIP 60788,186.880798,-71.422974
HD 108874,b,HD 108874,HIP 61028,187.612015,22.879829
HD 108874,c,HD 108874,HIP 61028,187.612015,22.879829
HD 109246,b,HD 109246,HIP 61177,188.029953,74.489548
HD 109271,c,HD 109271,HIP 61300,188.398148,-11.621868
HD 109749,b,HD 109749,HIP 61595 A,189.318237,-40.812115
HD 111232,b,HD 111232,HIP 62534,192.215637,-68.425148
HD 113538,b,HD 113538,HIP 63833,196.239487,-52.442924
HD 113538,c,HD 113538,HIP 63833,196.239487,-52.442924
HD 114386,b,HD 114386,HIP 64295,197.665924,-35.054783
HD 114762,b,HD 114762,HIP 64426,198.082260,17.517122
HD 114729,b,HD 114729,HIP 64459,198.184402,-31.873348
HD 116029,b,HD 116029,HIP 65117,200.164764,24.648699
HD 117207,b,HD 117207,HIP 65808,202.337967,-35.570995
HD 120084,b,HD 120084,HIP 66903,205.663345,78.064438
HD 121504,b,HD 121504,HIP 68162,209.321823,-56.040043
HD 125612,b,HD 125612,HIP 70123,215.222977,-17.481522
HD 125612,c,HD 125612,HIP 70123,215.222977,-17.481522
HD 126614,b,HD 126614,HIP 70623,216.701172,-5.177780
HD 128311,b,HD 128311,HIP 71395,219.002335,9.746518
HD 128311,c,HD 128311,HIP 71395,219.002335,9.746518
HD 129445,b,HD 129445,HIP 72203,221.512772,-68.762749
HD 130322,b,HD 130322,HIP 72339,221.886368,-0.281476
HD 131496,b,HD 131496,HIP 72845,223.345947,18.235401
HD 132406,b,HD 132406,HIP 73146,224.227707,53.382168
KIC 8540376,b,,,282.377530,44.694592
KIC 8540376,c,,,282.377530,44.694592
